uniprot_id,ec,organism
A4HPM6,2.5.1.47,Leishmania braziliensis
D6PXK5,4.1.1.15,Levilactobacillus brevis
M1JUH6,3.1.1.41,Bacillus subtilis
Q97W25,unknown,Saccharolobus solfataricus
F7YTI3,unknown,Pseudothermotoga thermarum DSM 5069
A0A145Y386,1.1.3.7,Pleurotus sapidus
A0A0H2XGF2,2.5.1.-,Staphylococcus aureus
C7P8V7,6.3.4.24,Methanocaldococcus fervens
Q76KA8,6.1.1.20,Thermococcus kodakarensis
Q4J9M2,3.2.1.1,Sulfolobus acidocaldarius
Q8GRC8,4.1.3.41,Paracoccus denitrificans
Q96Z02,3.1.2.12,Sulfurisphaera tokodaii
C7FDI4,1.1.1.17,Beauveria bassiana
D2DMF3,3.2.1.31,Levilactobacillus brevis
Q59316,2.4.1.20,Thermoclostridium stercorarium
Q9A0T3,3.2.1.180,Streptococcus pyogenes serotype M1
P26616,1.1.1.38,Escherichia coli
Q70G56,5.3.1.4,Thermoanaerobacter mathranii subsp. mathranii
Q5JHF1,2.7.1.169,Thermococcus kodakarensis
P0CS93,1.1.3.9,Gibberella zeae
W0PFR9,6.2.1.5,Advenella mimigardefordensis
Q8ESQ6,unknown,Oceanobacillus iheyensis
Q6L047,1.1.1.360,Picrophilus torridus
Q9KWL6,4.2.1.-,Sphingobium sp.
C7DT60,2.4.1.5,Leuconostoc lactis
A0A0H3FZT7,1.1.1.304,Klebsiella aerogenes
Q12718,1.10.3.2,Trametes versicolor
P16250,5.3.1.16,Streptomyces coelicolor
O87871,1.1.1.368,Thauera aromatica
O35002,3.4.21.102,Bacillus subtilis
Q0PC20,3.2.2.30,Campylobacter jejuni subsp. jejuni serotype O:2
A3MUJ4,unknown,Pyrobaculum calidifontis
D4GP73,1.1.1.2,Haloferax volcanii
A5IL44,unknown,Thermotoga petrophila
Q12039,5.6.2.4,Saccharomyces cerevisiae
P0AES0,unknown,Escherichia coli
P11935,unknown,Hapsidospora chrysogena
O57917,unknown,Pyrococcus horikoshii
G8N704,unknown,unknown
O68609,2.4.1.10,Pseudomonas savastanoi pv. phaseolicola
P40825,6.1.1.7,Saccharomyces cerevisiae
O34767,4.1.1.2,Bacillus subtilis
Q2HQR5,1.2.1.9,Bacillus thuringiensis
D7RJ66,1.11.1.6,Serratia marcescens
A7TRK4,6.1.1.7,Vanderwaltozyma polyspora
Q975F9,unknown,Sulfurisphaera tokodaii
Q9HKW6,unknown,Thermoplasma acidophilum
Q9Y948,4.1.2.4,Aeropyrum pernix
Q5HNV1,1.1.1.25,Staphylococcus epidermidis
F8G0M3,5.2.1.1,Pseudomonas putida
Q3IF07,unknown,Pseudoalteromonas translucida
A4YGR1,6.2.1.36,Metallosphaera sedula
L8B068,3.2.1.1,Haloarcula japonica
O58885,3.4.13.9,Pyrococcus horikoshii
A9BPK4,3.5.1.49,Delftia acidovorans
Q9HUU7,2.3.1.-,Pseudomonas aeruginosa
P26637,6.1.1.4,Saccharomyces cerevisiae
A9P7F8,3.2.1.-,Bacillus thuringiensis subsp. morrisoni
A3DJS9,unknown,Acetivibrio thermocellus
Q9YEJ7,2.5.1.54,Aeropyrum pernix
P52391,2.1.1.230,Streptomyces actuosus
D1A2H1,3.1.1.101,Thermomonospora curvata
G1C1T5,3.2.1.21,Cellulomonas biazotea
P37773,6.3.2.45,Escherichia coli
Q8NK64,4.1.1.1,Rhizopus oryzae
A0A088BC14,3.2.1.8,Malbranchea cinnamomea
Q9Z5D6,unknown,Cereibacter sphaeroides
P43341,3.6.1.54,Escherichia coli
Q6L6Q4,3.1.26.4,Geobacillus stearothermophilus
B1Y9F9,6.2.1.5,Pyrobaculum neutrophilum
Q07296,6.3.2.6,Streptococcus pneumoniae serotype 4
Q56S04,1.1.1.25,Helicobacter pylori
P0A870,2.2.1.2,Escherichia coli
D8KIT5,3.6.1.-,Lactococcus lactis subsp. cremoris
Q00496,unknown,Clostridium botulinum
Q84C08,unknown,Pseudomonas alcaligenes
Q08VU0,4.2.3.155,Stigmatella aurantiaca
P43133,3.4.24.27,Geobacillus stearothermophilus
P77909,3.1.1.3,Mycobacterium tuberculosis
D1MF29,1.1.1.205,Bacillus amyloliquefaciens
Q9WZC2,unknown,Thermotoga maritima
D4GWR6,2.3.3.10,Haloferax volcanii
Q971K2,1.2.1.59,Sulfurisphaera tokodaii
Q8GQE7,unknown,Burkholderia cepacia
F8WSQ4,unknown,Chitiniphilus shinanonensis
A0A0E4AY21,unknown,Kluyveromyces marxianus
Q8RL87,2.2.1.6,Geobacillus stearothermophilus
P33677,1.17.1.9,Pichia angusta
K7NB71,3.5.1.2,Pseudomonas nitroreducens
Q9K2N0,3.5.2.6,Pseudomonas aeruginosa
A3DM60,unknown,Staphylothermus marinus
Q4JAD1,3.1.3.16,Sulfolobus acidocaldarius
P36999,2.1.1.187,Escherichia coli
D0VYQ9,unknown,Alkalimonas collagenimarina
Q8TZW1,2.5.1.6,Pyrococcus furiosus
P35809,3.2.1.8,Schizophyllum commune
Q8G8Y2,2.6.1.100,Niallia circulans
Q8I2B1,6.1.1.12,Plasmodium falciparum
A0A1W1WDM4,unknown,Sulfobacillus thermosulfidooxidans
A8YBP8,2.5.1.47,Microcystis aeruginosa
G0RVK1,3.2.1.-,Hypocrea jecorina
A8DEZ8,5.1.1.4,Clostridioides difficile
Q9WYD1,2.2.1.2,Thermotoga maritima
U6CL97,unknown,Pectobacterium atrosepticum
D3JTC1,4.2.2.2,Paenibacillus amylolyticus
Q8RPW5,3.1.1.81,Bacillus thuringiensis
Q93TJ5,1.14.13.84,Pseudomonas fluorescens
Q01284,1.13.12.16,Neurospora crassa
A5HMH6,unknown,Alcaligenes faecalis
Q50755,1.8.98.5,Methanothermobacter marburgensis
E6Y3G9,unknown,Pseudomonas otitidis
A0A069AW73,unknown,Rhodococcus opacus
P16954,2.4.1.18,Synechococcus elongatus
B1A4R6,1.1.1.27,Thermoanaerobacter ethanolicus JW 200
Q1XIQ9,1.1.1.42,Colwellia psychrerythraea
B1ZU21,2.5.1.44,Opitutus terrae
P77690,2.6.1.87,Escherichia coli
D6XUS4,unknown,Bacillus selenitireducens
Q8IDM2,2.7.7.14,Plasmodium falciparum
P25087,2.1.1.41,Saccharomyces cerevisiae
D4GSN2,1.1.1.1,Haloferax volcanii
Q9UWU1,4.1.1.19,Saccharolobus solfataricus
P26901,1.11.1.6,Bacillus subtilis
P06279,3.2.1.1,Geobacillus stearothermophilus
Q7PC53,unknown,Saccharophagus degradans
Q58999,2.7.1.146,Methanocaldococcus jannaschii
Q4K977,unknown,Pseudomonas fluorescens
O52629,3.2.1.23,Pyrococcus woesei
Q9XBQ3,3.2.1.55,Geobacillus stearothermophilus
O29634,3.1.26.4,Archaeoglobus fulgidus
Q4A041,4.3.1.18,Staphylococcus saprophyticus subsp. saprophyticus
Q9EUT9,1.14.13.107,Rhodococcus erythropolis
Q8L0X3,unknown,Fusobacterium nucleatum
P07102,3.1.3.-,Escherichia coli
Q7B8C3,3.1.1.81,Bacillus thuringiensis subsp. indiana
Q96VH9,3.1.3.26,Peniophora lycii
Q4KIM5,2.3.2.2,Pseudomonas fluorescens
Q6YNE9,3.1.3.-,Penicillium oxalicum
Q9HH07,6.5.1.6,Thermococcus fumicolans
O94219,1.1.3.7,Pleurotus eryngii
Q9F1X7,2.7.2.1,Fructilactobacillus sanfranciscensis
Q5R082,unknown,Idiomarina loihiensis
Q81UL8,5.1.1.3,Bacillus anthracis
P94804,3.2.1.23,Haloferax lucentense
Q6QGY5,unknown,Pectobacterium carotovorum subsp. carotovorum
A7LGL0,unknown,Streptomyces virginiae
Q9UVY4,unknown,Pleurotus ostreatus
A1XM14,unknown,Cellulomonas flavigena
P50388,3.2.1.23,Saccharolobus shibatae
Q2PCE2,4.2.1.113,Ferroplasma acidiphilum
P56926,6.1.1.18,Deinococcus radiodurans
A0A191KCR1,3.2.1.21,Humicola insolens
Q673U2,3.4.14.11,Streptococcus suis
Q5Y152,unknown,Pseudomonas putida
Q97D83,1.11.1.1,Clostridium acetobutylicum
P0DKX7,unknown,Bordetella pertussis
F9VNG5,1.1.1.3,Sulfurisphaera tokodaii
Q72GU1,1.2.4.4,Thermus thermophilus
P16897,3.5.2.6,Pseudomonas aeruginosa
B7UB89,3.2.1.14,Bacillus licheniformis
P0A9C9,3.1.3.11,Escherichia coli
D9J041,1.16.1.1,Lysinibacillus sphaericus
P80040,1.1.1.37,Chloroflexus aurantiacus
Q7WTR6,2.4.1.20,Cellulomonas uda
Q5JJ59,unknown,Thermococcus kodakarensis
Q01655,2.7.2.3,Corynebacterium glutamicum
V9SFA1,1.1.1.1,Kluyveromyces marxianus
O30511,2.4.1.152,Helicobacter pylori
A0A061M1M5,3.2.1.145,Bifidobacterium longum subsp. longum
P0A3X6,4.1.1.31,Thermostichus vulcanus
P58764,2.7.10.-,Escherichia coli O127:H6
Q9S2A5,3.1.1.3,Streptomyces coelicolor
O50083,5.3.1.6,Pyrococcus horikoshii
Q6E7F1,5.4.99.59,Escherichia coli
O42783,3.2.1.28,Neurospora crassa
Q980K6,3.1.3.11,Saccharolobus solfataricus
Q4QEB3,1.7.1.7,Leishmania major
X4YXV3,3.2.1.4,Talaromyces emersonii
O67467,2.1.1.63,Aquifex aeolicus
O96142,2.6.1.1,Plasmodium falciparum
A0A0F6N6D4,3.5.2.6,Escherichia coli
A4YDR9,6.2.1.40,Metallosphaera sedula
Q2G160,4.1.3.3,Staphylococcus aureus
D7GXF9,3.2.1.178,Zobellia galactanivorans
A4V929,1.8.1.4,Acidianus ambivalens
A4PIB0,unknown,Gluconobacter frateurii
Q9P8F4,3.2.1.21,Aspergillus niger
P46805,6.3.2.4,Thermotoga maritima
Q75V72,unknown,Streptomyces septatus
Q57635,6.5.1.1,Methanocaldococcus jannaschii
B0JDP9,unknown,Pleurotus eryngii
Q9YC66,2.5.1.89,Aeropyrum pernix
F1CYZ6,unknown,Acetobacterium woodii
Q0ZS20,unknown,Clostridium paradoxum
A2ICH1,unknown,Thermoanaerobacterium saccharolyticum
Q95PT6,unknown,Leishmania donovani donovani
Q6EMJ3,6.2.1.1,Pseudomonas putida
Q25BT4,unknown,Vibrio proteolyticus
Q4K7S1,unknown,Pseudomonas fluorescens
Q59401,3.5.2.6,Enterobacter cloacae
Q2HQS0,1.2.1.9,Bacillus licheniformis
O58255,unknown,Pyrococcus horikoshii
P94531,3.2.1.55,Bacillus subtilis
B1N0B6,2.4.1.5,Leuconostoc citreum
P47180,3.2.1.15,Saccharomyces cerevisiae
Q8DR77,3.2.1.180,Streptococcus pneumoniae
Q9WXN1,unknown,Thermotoga maritima
Q8RBF4,3.5.1.104,Caldanaerobacter subterraneus subsp. tengcongensis
A5IKD0,3.2.1.55,Thermotoga petrophila
Q6RKQ1,3.2.1.55,Aureobasidium pullulans
P40025,unknown,Saccharomyces cerevisiae
P00344,1.1.1.27,Geobacillus stearothermophilus
C0LZ63,unknown,Parageobacillus caldoxylosilyticus
Q3ZTU7,3.1.4.11,Toxoplasma gondii
